content,label1,label2
外观】外观设计的既经典又大气，看起来给人一种很有韵味的古朴感，而且这辆车子车尾和侧身的线条看上去也非常的硬朗流畅，非常具有年轻感和运动感我还是比较满意的,外观,外观设计风格
最满意】我对这款车最满意的地方就是动力系统，它用的是两台电机，马力最大达到了517匹，扭矩是680牛米，跑起来特别有激情，另外还有四驱系统的加持，脱困能力没得说，所以开着这款车，不论去哪儿都让我特别放心，完全不用担心动力不够用,动力,综合动力
舒适性】坐在车内的时候感觉特别舒服首先，是因为空间上比较大，再者就是座椅设计的柔软宽大，无论是什么体型都能有舒适性的体验座椅，还有很多调节功能，底盘调效的也比较舒适，而且车内也没什么噪音,空间,
外观】看到这款车的人，相信没有不为他心动的，我就是被他的外观吸引的，大尺寸的进气格栅搭配着龙眼式的矩阵式LED大灯，看上去格外霸气，而且还有大灯高度可调、自动大灯、弯道辅助照明、远近光自动切换等功能，非常丰富，实用性也非常高,外观,外观设计风格
最满意】当初是被这款车的外形所吸引，无论是他的轮毂还是他的车灯都特别吸睛，试驾后才知道原来动力也是如此的强劲，百公里加速仅4.6秒，而且续航达到了460公里，没想到新能源车辆居然达到如此动力，真是让我刮目相看,外观,外观设计风格
动力】当初购买这辆车主要是看上这款车的动力，即使爬坡也不会感觉疲软，并且采用的是四轮驱动系统，保障了这款车的提速和转弯时的安全性，是新能源车辆中的佼佼者,动力,综合动力
电耗】电耗差不多在15个左右，如果不跑长途一般五六天充电一次，续航460公里，这个续航完全能够满足我的用车需求，而且支持快充，快充一般30分钟就能够将电量从20%左右充到90%，买之前以为新能源充电特别费时，这也再次刷新了我对新能源车辆的认知，并且家门口就有直流充电桩，真的非常方便,动力,续航
舒适性】因为是电动车，因此没有发动机噪音的干扰，跑高速的时候如果打开车窗会有外面传来的呼呼风声，但是如果关上车窗这种声音就非常轻微了,舒适性,噪音
只是在座椅的设计上，个人觉得后排座椅比前排座椅稍微硬一点，如果能将后排座设计得更柔软一点，那就完美了,空间,
空间】轴距2800以上，因此空间非常宽阔，后排座坐三个人丝毫不会拥挤，如果中间不坐人，可以将中间的扶手放下来，放上茶杯等物品，还可以在车上喝喝茶消遣时间,空间,
并且储物空间也预留得充足，带上行李旅行也不会显得凌乱和拥挤,空间,
操控】车辆的操控性做得非常贴心到位，换挡的位置贴合人体力学，不必高抬胳膊，就能够轻松更换档位，并且有超大旋转中控屏精确显示车辆位置，倒车入库更加轻松,操控,
最满意】这款车给人的直面感受就是非常的霸气，很时尚的一款SUV,外观,外观设计风格
而且这款车有超长的续航能力，打消了我这个有里程焦虑的毛病，再也不用怕跑着跑着没电这种情况了，这款车的设计和比亚迪的技术绝对的给力,动力,续航
动力】百公里加速4.6秒的数据还是很惊人的，跑起来的动力确实很赞，可惜我本身就是一个缺乏安全感的人，尝试过一次“激情”，感觉人都有点飘，哈哈哈哈哈,动力,综合动力
操控】车身整体的操控还是挺稳的，方向盘也比较轻盈，别看这款车挺大个的，驾驶起来还是比较灵活的,操控,
空间】车子上的储物空间有很多，而且大的小的都有，平时放手机，行驶证，还有水杯这些东西都有合适的地方，这个没有什么问题,空间,
车内的乘客空间也比较大，在这个级别的车里面，唐EV的内部乘坐空间上绝对算是大的了，第三排我也试过，176的身高在第三排也不会觉得挤,空间,
动力】动力对于一个大家庭来说，也是足够使用的,动力,综合动力
大部分时间都是城区开，开着也挺快的，偶尔超车也是很快,其他信息,其他信息
跑高速我也跑过，平常开车也不是很远，它的续航能力我也是认可的,动力,续航
综合续航505km，对于这样的一台中型SUV来讲也足够使用了,动力,续航
操控】之前开过几次朋友的SUV，感觉还挺好开的，后来我买了唐EV之后，我发现它的操控也是很好的,操控,
方向盘轻快，转弯很精准，这个是很好的一点,操控,
前段时间也出去玩了一圈，我发现它在高速行驶时的稳定性也是很棒的，行驶稳重，扎实,操控,
电耗】这么大的一台车，可以做到505km的NEDC续航能力，我觉得已经很厉害了,动力,续航
核算下来的话，这台车的每公里使用成本也基本上是燃油车的四分之一，也省钱,用车成本,价格
舒适性】开了一段时间了，它的舒适性我觉得也是可以的,舒适性,座椅
车子的见真不错，在过减速带的时候也能很好的化解掉一些颠簸,操控,
另外在座椅配置方面，前排座椅提供了加热和通风的功能，不管是天冷还是天热，这样子坐进去的感受就会好很多,舒适性,座椅
外观】唐EV的外观设计风格还不错，就看上去还挺圆润饱满的，这个是挺喜欢的设计,外观,外观设计风格
然后就是它的细节，特别是我最近一次去洗车，我注意到它的尾灯下沿塞进去了一个那种洗车机里的那种线，我就发现它的后面的尾灯上下的缝隙不均匀,外观,外观设计风格
最满意】最满意的是这车的电耗，确实很低，这都是因为有刀片电池的加入，而且这车的性能很强，开着这车去外面玩，一切顾虑都没有了,用车成本,价格
动力】作为一款纯电动汽车，这款车有着517匹的马力，对这个数据我还是很意外，只需要轻轻踩下电门，就能感觉这车跑的很快，后期加速也很快，想要超车也是分分钟的事,动力,综合动力
操控】对于我来说，这车的驾驶感很好，不仅满足了我在性能上的需求，平顺性也做得很到位，而且皮质的方向盘手感很好，让我可以更好的控制这辆车，底盘也足够扎实，不论在任何道路上都没有车身不稳的现象,操控,
舒适性】车内的座椅虽然是仿皮材质，但柔软性很好，而且包裹的也很到位，坐在座椅上时，我感觉跟我的身体贴合的很好，而且前排座椅可以电动调节，并配有加热通风功能，都非常的实用，减震效果也很好，遇到特别烂的路时，没有明显的颠簸感，只是加速之后会有明显的噪音,舒适性,座椅
外观】这款车带给我的整体视觉效果很好，前脸并没有像普通的纯电动汽车那样采用封闭式的设计，而是很有张力的大尺寸进气格栅，车身的线条舒畅动感，带来的视觉观感很不错，悬浮的车顶也符合现在的潮流审美，整体显得既时尚又霸气，视觉效果令我很惊艳,外观,外观设计风格
为什么选择这款车】看车时，我看了很多纯电动汽车，其中也有不少合资品牌，最后综合考虑，还是比亚迪的新能源技术最出色，不管是电机还是电池，都是行业中的佼佼者，所以这车的实力也非同一般，结合它的价格，我觉得很值,用车成本,价格
最不满意】对于整体都还比较满意，但是副驾驶的座椅没有高低调节功能，这让我觉得有些不太方便,舒适性,座椅
如果能够增加这个功能的话，在和前后调节功能相搭配，能够大大提升汽车的舒适感,舒适性,噪音
空间】空间设计得非常合理，大大提高了空间利用率，三排空间预留的空间都比较宽敞，第三排还可以充当后备箱使用,空间,
巧妙的设计和构思大大提高了汽车的使用效果，也从一定程度上提升了品牌竞争力,其他信息,其他信息
但是由于汽车车身比较庞大，所以再过狭小路段的时候有些不好控制，这对于驾驶人的要求越来越高，没点技术可能不太好驾驭,操控,
电耗】能耗并不是很高，基本上控制在14.3左右,动力,续航
续航能力是比较突出的，这也是让我比较满意的一个点，接近500千米的续航，能够让我跟随心情任意出行，完全不用担心无法返回,动力,续航
为什么选择这款车】我本人对于汽车的要求非常高，尤其是外观的设计、内饰的选材和空间的大小,空间,
最满意】我对这台车最满意的就是外观和空间的设置，虽然是五门七座型SUV，但是内部空间设计的非常合理，这让每一排的空间都非常宽敞,空间,
没有拥挤的感觉，而外观的设计也使用了比亚迪当下非常流行的龙颜设计理念，将传统文化和现代化元素完美融合，让汽车的外观看起来又霸气又时尚,外观,外观设计风格
最不满意】这台车是四驱型新能源汽车，动力方面有着不俗的表现，但是我觉得在高速行驶的时候，能够听到非常明显的噪音,动力,续航
由于噪音太大，所以直接影响汽车的体验感,舒适性,噪音
动力】动力输出的还是比较平稳的，而且加速也很顺畅，四驱新能源汽车在同级车中也有不错的表现,动力,综合动力
百公里加速很快，能够感到非常明显的推背感,动力,综合动力
一般情况下经济模式就够用了，如果想要感受激情和刺激，也可以调节到运动模式，非常方便,操控,
操控】车子驾驶起来非常顺畅，这也是让我非常放心的点，由于汽车底盘比较高，所以视野很开阔，几乎没有什么视野盲区，大大提升了安全性,操控,
外观】龙颜的设计理念让汽车外观非常霸气，设计的很有特点，设计新颖，辨识度很高,外观,外观设计风格
行驶在路上还能收获很多人的目光,外观,外观设计风格
侧面设计的也很不错，线条很流畅，能够让人们快速带入情感，当时我是一眼就看上了的，非常吸引人,外观,外观设计风格
最满意】最喜欢的就是它的空间，本以为这款七座车，它会很大程度的占用到后备箱的空间，可是让我没想到的事就算坐满七个人，它的后备箱空间依然很大,空间,
最不满意】这个小功率的发动机真的是让人很恼火，上次超车的时候，马上都要超过去了，然后那个车突然提速了一下，我看到之后也赶紧提速想完成超车，但是这个车它的动力在100码以后提速的话就感觉非常吃力，发动机的轰鸣声也大,动力,综合动力
空间】空间让我觉得非常满意，首先来讲中排的空间就跟普通的小型SUV后排空间一样大，只要不是特别胖，或者身体特别高，坐进去三个人完全可以坐得下，第三排的话，它只有两个座位，我平常出去玩的话我小姨子跟我女儿在第三排坐，他俩都属于那种娇小型的身材，不会很拥挤，而且后备箱容量也大，可以放不少东西很,空间,
动力】在满载的情况下，1.5t的发动机明显是不够用的，而且这款车的发动机的马力也是比其他1.5t发动机要小，才139马力,动力,综合动力
操控】上次回丈母娘家在高速上，当时速度在110码左右的时候方向盘有点飘，车身有点不稳，为了安全起见，就不敢开的太快,操控,
能耗】真的是不当家不知道柴米油盐贵，之前我的那台燃油车的油耗真的是让我受够了，百公里油耗10-12个，现在开的这个混动车型很让我满意，百公里油耗才3.4升，真的是不比不知道，一比吓一跳,用车成本,价格
舒适性】我个人对于舒适方面要求挺高的，当时试驾的时候速度也没开过太快，并没有感受到高速行驶的时候车里的隔音效果，在最近用车的过程中发现这个车的隔音效果差，尤其是在提速的时候，发动机嗡嗡嗡的，轰鸣声就传到车内，而且在速度100码的时候，胎噪跟风噪也特别大,舒适性,噪音
内饰】内饰一眼望去，看着很大气，尤其是中控的那个可旋转的大屏，非常气派，而且车内一些覆盖的面料很软，摸上去都是非常有质感的,内饰,
性价比】我觉得这款车要是配备一个2.0t的发动机，我会觉得更值这个价格,用车成本,价格
最满意】最满意的就是这款车的安全配置挺高的，功能也挺丰富，比如360度全景影像，自适应巡航，尤其是这个自适应巡航，平常开车堵车或者高速的时候很实用，不用一直踩着刹车和油门,操控,
最不满意】中控台挡杆附近的一些功能按钮的阻尼不是很好，有时候开车的话，按上去没感觉，也不知道开了没开,操控,
空间】空间很大，上次搬家把二三排都放倒了，拉了满满两车就搬完了，空间利用率和实用性比较高,空间,
动力】动力有点肉，尤其是在起步的时候会有点小停顿，在猛加速的情况下，发动机噪声比较大，车子有点吃力，速度也不见得很快,动力,综合动力
操控】太喜欢这个全速自适应巡航了，平常在高速的时候或者堵车的时候，我就打开这个功能，能缓解我的腿部疲劳，而且跟车距离还可以自己手动调节,操控,
能耗】油耗很省的，我用车频率比较高，而且跑高速的时间也比较多，所以这款车的燃油表现对我来说很合适，很经济,用车成本,价格
舒适性】前排驾驶位座椅，我觉得有点硬，开车在半个小时以上的话，我的腰跟腿部就感觉非常难受，支撑性不是很好,空间,
外观】车身尺寸大，看着也大气，车前脸跟车尾也显得非常饱满,外观,外观设计风格
为什么选择这款车】当时对比了五菱凯捷，虽然他的中排座椅看起来很豪华很大，但是后排空间就很小了，而且全车满载的情况下，后备箱是几乎没有的,空间,
我选的这个唐就是看中了它在满载的情况下后备箱空间还很大，而且配置功能多，包括内饰做工都比凯捷的好,空间,
最满意】这么大的一个suv还是新能源的车才不到20万！而且免购置税上绿牌在我们这个小镇开真的太拉风了,用车成本,价格
空间】空间绝对没话说体格子大点坐车里也不会有拥挤感后备箱巨能装东西它大呀！,空间,
操控】适合新手司机开很好操控车内的音质非常好行走的KTV,操控,
舒适性】座椅偏硬质开长途不会累个人不喜欢软材质座椅开车时间久累人,舒适性,座椅
外观】外观特别霸气尤其是我们这个地区开这款车的少这么霸气一看知道是比亚迪的唐,外观,外观设计风格
内饰】内饰设计感十足方向盘中间大大的唐字中国风十足,内饰,
性价比】性价比没话说国产品牌而且还是新能源的车算下来才不到20万太符合预期了！,用车成本,价格
为什么选择这款车】新能源是以后我们的购车首选环保未来肯定以环保为主了支持新能源车,用车成本,价格
最满意】最满意的地方当然就是整个车的造型，还有性价比，空间各方面的表现都非常的优越,空间,
之前一直开的是油车，我所在的城市又比较堵车，总体算来油耗非常的高也比较不划算，现在的油价也很高，所以考虑几番还是选择了新能源的车,用车成本,价格
从提车到现在也有一段时间了，从使用车的感受以及各方面还是非常的符合我的需求,其他信息,其他信息
最不满意】不满意的地方就是从买车到提车的时间用的比较长，等了很长时间才拿到车,其他信息,其他信息
不过还好，拿到车后使用感和外观都特别满意,外观,外观设计风格
空间】这款车本身自带7座的空间就非常的大，可以满足我们小家庭和大家庭的需要，平时有事情出去或者是出去旅游，一家人都可以坐得下，而且带一些物品也是可以放得下，也有很多余量的空间可以供孩子娱乐,空间,
最满意】首先这个价格方面就非常亲民，预算20万左右，完全可以考虑他其次，别人他的颜值唐dm-i的外观是采用了比亚迪引以为傲的龙颜设计，所以整体看来不仅很有中国文化的气息，同时彰显出霸气感以及档次感也十分浓厚,外观,外观设计风格
最不满意】最不满意的一个点是混动技术我感觉只是一个过渡阶段，如果这款车的纯电续航可以达到几百公里甚至上千公里的话，那一定非常符合我的预期,用车成本,价格
空间】唐DM-i在同级别的空间里不算小，总共是七座的空间，前排空间很大腿可以长得很，开第二排空间也非常的舒适，坐三个人可以做的很宽敞，腿也可以生看，就是第三排空间只能坐下小孩儿，坐不下大人,空间,
最不满意】等车的时间实在是太久了，等了快四个月才到，差点退车去换汉兰达；车子内饰的异味也很大，刚提车两个月几乎都是开着车窗通风的，空调吹出的风有股塑料味即便是开了滤净也没有好转，好在现在用车时间长了味道已经散了，不然我都不太敢让小孩和老人坐车，最后就是第三排空间偏挤，长时间行车坐第三排的人一定会腿麻，而且感觉很不舒服,空间,
空间】整体空间表现很不错，司机和副驾驶的视野开阔而且活动自如，腿部的活动空间良好，甚至可以把腿抻直；第二排的地板完全平整没有凸起，踩在上面的感觉就很好而且头顶距离车顶也有很长一段距离，活动相较于第一排来说也不觉得有局限，长时间乘坐也不会有不适感，第三排很小，算是应急的座位，偶尔坐坐还行长时间坐的话基本上受不了,空间,
将第三排放下的话就会有不错的储物空间，若是后两排都放倒的话，唐DMI还可以瞬间变身小货车，储物容积一下子就来了个大提升，甚至铺个床垫拿来睡觉都不是句题，对于唐的空间我还是十分满意的这也是我选择它最重要的理由,空间,
动力】动力上的感受和燃油车差别巨大，我以为混动车可能会更偏向燃油一些，结果唐DMI给我的感受完全就是一台电动车，它和电动车的唯一区别就是偶尔会听到发动机的声响,动力,综合动力
本以为唐DMI的车重可能会让唐DMI在应对山路的时候比较疲软，但当我真正开到山路上试车的时候我被震惊了，即便是面对陡坡，同时承受着车重和负载的情况下，唐DMI仍然能够轻松自如的应对；同时在城市行驶时，用它进行超车也轻松，提速能力远胜燃油车；可以说唐DMI继承了电动车提速快，动力传输平稳的优点,动力,综合动力
操控】转向助力做的不错，方向盘轻盈而且回正也快，转向操纵准确清晰是很好控制的方向盘；刹车踏板偏硬但是踩下去的响应也很迅速，总体来说唐DMI是很好控制的车子,操控,
车子带有语音助手，可以通过呼唤来对它下达如导航，开关车上设备的指令，简化了驾驶员的操作，大大提高了驾驶安全性，方向盘上集成了很多功能性按键，方便司机开启一些实用功能以及接打电话，非常的方便,智能化配置,语音
同时车子还有全景影像以及倒车雷达等配置，驾车安全性很高，有效防止了剐蹭和碰撞,操控,
舒适性】座椅的软硬适中，坐起来很舒服，头枕贴合的很好，倚靠这睡觉脖子也不会酸痛；前排座椅有多向调节，可以自由的进行调整，非常的方便；并且主副驾驶还有腿托和腰部支撑调节，舒适性更上一层楼,舒适性,座椅
整车的空调可以进行独立调节，满足了不同乘客对不同制冷程度的要求，很人性化,舒适性,空调
唐DM的底盘调校和避震也很优秀，当过坑洼路段时带来的震动感并不强，同时转弯的时候侧倾感也不会特别明显，舒适性非常不错,操控,
外观】龙颜设计使得比亚迪的车子很有特色，车灯是我最喜欢的部分，龙晶大灯不仅闪亮还很实用，车灯亮起时简直酷毙了；车后的尾灯还是只有在豪车上才见过的贯穿式尾灯，绕车一周，从前向后无一不透露出设计师的匠心,外观,外观设计风格
除了车灯，它的腰线也非常的美观，仿佛是一气呵成的一般,外观,外观设计风格
最后就是它的前脸，霸气外漏，搭配上大红色的外观，在街上总能吸引路人的目光，回头率很高,外观,外观设计风格
内饰】内饰设计很有中国风，大范围的烤漆面板典雅精致，龙鳞纹设计看上去不仅有运动感而且触摸的质感也很不错，挂档握把的感觉触感不错，就是容易留指纹,内饰,
大液晶平板跟内饰结合的很好，可以说是浑然一体，虽然是悬浮液晶屏但是看过去也不觉得违和,内饰,
车子的氛围灯在夜晚的时候非常温馨浪漫，还可以根据喜好进行自主调节，相当不错的设计！,外观,外观设计风格
为什么选择这款车】为了日常出行，同时还需要一台大空间的车，就想买一台SUV，而唐不仅满足了我的需求还做到了省油，经济性极佳；而且保养也便宜，用车成本大幅度的下降，还没有续航忧虑的困扰，这都是我选择唐的理由,空间,
最满意】买混动车目地当然是省钱了，这方面唐做的特别棒，油耗只有5升左右，短途出行更是纯电模式就足够,用车成本,价格
最不满意】第三排打开状态下，后备箱空间所剩无几，倒是算不上什么大缺点，所有七座SUV难以避免的问题,空间,
空间】选择七座车是为了以后考虑，毕竟有备无患嘛，也许以后我会是两个孩子的爸爸呢，哈哈,空间,
第三排放倒之后完全是平整的，不会影响到后备箱空间,空间,
动力】动力还可以，谈不上有多强悍，只能说够家用，爬坡也还过得去,动力,综合动力
内饰】环抱式的座舱以驾驶员中心，双幅式的方向盘很独特，超大尺寸的中控屏幕科技感满满,内饰,
性价比】合理的价格，优秀的产品力，而且空间很有优势，性价比我很满意,用车成本,价格
为什么选择这款车】我十一月提的车，等了半个月，月初发提车作业贴和大家分享过，对于买车，我个人的想法是不想贷款买车，害怕以后有太大的压力，现在的油价这么高，再三决定入手了唐DM，价格实惠，配置全面，最重要的是用车费用非常的经济,用车成本,价格
而且开出去也挺有面子的，接近5米的大车气场特别足,外观,外观设计风格
最满意】最满意的肯定是唐dmI能上绿牌，而且免交购置税,其他信息,其他信息
又能当油车开平时不充电也可以，由于小区里不能安充电桩，所以说我基本上都把这个车当油车开，而且平时跑市区不限号是真的舒服,其他信息,其他信息
这个车的油耗确实非常低，亏电油耗也就百公里5多点的油耗,用车成本,价格
而且车内的黑色钢琴烤漆内饰好看，倒是挺好看，但就是太容易沾灰了，需要经常擦,内饰,
而且就怕后期上面出现划痕，看起来那就更难受了,外观,外观设计风格
空间】车虽然是七座的，但是不得不说第三排是真的鸡肋，做两个大人挤的慌，也就是能做两个小孩儿，勉勉强强,空间,
但是这个车平时能用到第三排的时候也很少，毕竟是一个七座的SUV，对于空间方面啊，不能对他要求太高,空间,
动力】红绿灯起步秒杀2.0t燃油车还是没有问题的，开起来也非常的平顺，动力虽然说要比唐dm的动力弱些，但是对于我来说肯定是足够了，试驾的时候，试驾的就是唐dm四驱版，加速给油后动力太猛，开着都有些晕的感觉,动力,综合动力
我是真的驾驭不了,其他信息,其他信息
操控】可能也是我没有开过太好的车吧，唐dmI这个车的操控还是非常舒服的,操控,
毕竟车子有那么大，想让它操控太好，我个人感觉也是不太现实的,操控,
作为一个家用车来说，操控还是非常好的,操控,
舒适性】整体数据度还是比较高的，座椅的包裹性，你的支撑感都做的不错,舒适性,座椅
而且车的隔音做的也是相当的好，不知道是不是我没有开过太好的车的原因，对这个车哪哪都比较满意,舒适性,噪音
外观】整个车的外观还是比较大气稳重的，前脸一个特别大的LED灯，看起来整个车也比较犀利一些，而且悬浮式车顶，看起来也很上档次，就是感觉轮毂稍微有些不太好看，后尾灯采用贯穿式的设计，看起来还是很有档次的,外观,外观设计风格
内饰】整个车内饰颜色稍微有些老气，感觉没有黑色的耐看一些,内饰,
而且我对你是最不满意的地方，就是钢琴烤漆的装饰面板容易刮花，而且太容易沾灰,内饰,
性价比】对于我来说，唐dmI的性价比还是非常高的,用车成本,价格
可有可电也可以上绿牌，满足了大部分家庭对于用车的需求，而且免购置税这一点也是非常的不错,其他信息,其他信息
对于我来说，我并不关注于车的保值，因为我感觉买这个车是开的，不是用来卖的，所以唐dm这个车还是非常值得拥有的,用车成本,价格
为什么选择这款车】本来买车的时候就是准备买新能源车的，也比较忙，平时都是在，汽车之家上面先看好车，再去店里试乘试驾，有一瓶是比较忙，也就是试了几个车，后来直接订了一个唐dmi尊荣112公里续航的，但是后来销售跟我说顶配的车到的时间可能会有些晚，如果说我要提配置低一些的，刚好可以提车，我当时也是着急用车就直接提了一辆低配的，但是不得不说，提完之后就稍微有些后悔,其他信息,其他信息
不如当时再等一段时间提一个顶配的,用车成本,价格
最满意】由于唐DM用的是插电式混动的系统，充满电之后纯电续航里程能够达到50多公里，亏电状态下行驶的平均油耗也很低，所以在整个用车成本方面可以帮我节省不少的支出,用车成本,价格
像我一年跑的里程还是挺长的，估计有将近2万公里，这样算下来也不是一笔小数目,其他信息,其他信息
最不满意】新车内饰气味很明显，在用料环保性方面做的不够好，其次就是底盘的减震效果不够理想，连续的颠簸路面，车内乘坐的颠簸感很强，减震对于路面震动和冲击的化解不够给力,内饰,
空间】车身轴距2820毫米，在中型SUV中是很有优势的，它的后排空间也很大，我身高175坐在后面，腿部空间能超过两拳，非常宽裕,空间,
动力】1.5t的汽油发动机加上电动机，这样的动力输出，要秒杀很多2.0t的发动机，所以加速性能上也特别强悍，在法定限速区间内可以给我持续的推背感,动力,综合动力
操控】操控在国产车型中应该都是能排得上名次的，它的方向盘，平底的造型看上去很运动，采用了真皮包裹，手感也非常不错,操控,
能耗】在市区里面短途出行足够了,用车成本,价格
如果没电之后单纯使用燃油消耗，平均油耗大概5~6升之间，也不算费油,用车成本,价格
舒适性】底盘的舒适性一般，感觉在调校上还是更注重操控和驾驶感受，对于舒适方面兼顾的不是太好,操控,
另外，它的座椅填充物有些偏硬，坐感不够柔软，对于身体的贴合度不强,舒适性,座椅
性价比】20万不到的价格不用交购置税相，对于这套先进的动力系统还有整体表现都很全面、用起来也非常实用的产品力来说，我觉得很值,用车成本,价格
为什么选择这款车】当时在选车时，我和媳妇都一直想要一辆插电式混动的新能源车，因为在以后，混动肯定是趋势，与其到时候再换车，还不如一步到位，现在就入手，这样也可以用的时间更长一些,用车成本,价格
一是觉得它的外观设计很漂亮，二是在同等价格对比，唐DM的操控感受更好开起来非常合手，很好开,外观,外观设计风格
最满意】最满意的就是它的油耗了，油耗超低，对于家用车来说，使用成本就下去了，而且他是混动车型，可油可电，上下班代步的时候用电就足够了,用车成本,价格
空间】前两排的空间很大，第三排的空间对于成年人来说有点狭窄了，给小孩子还差不多，第三排不用的时候放倒，拓展下后备箱的空间,空间,
操控】方向盘转向灵活，即使是新手也可以很好的操控它,操控,
中文按键对于英语知识都还给老师的我来说太友好了,操控,
外观】很喜欢车前脸中央的唐字，贯穿式尾灯，晚间行驶很拉风,外观,外观设计风格
为什么选择这款车】今年刚好有买车的打算，看了好几款车都不是很满足我的需求，刚好那时候我朋友喊我一起去比亚迪看车，就看上了展厅的红色唐dmi，了解之后，感觉非常符合我的要求，可五座可七座的空间可以满足不同场景需求！油耗低，续航里程长,用车成本,价格
最不满意】噪音难以避免，毕竟是SUV的身形，跑高速的时候尤其明显,舒适性,噪音
空间】前两排都舒服，第三排应急也够用，但打开第三排后备箱空间就没多少了,空间,
动力】1.5T的发动机确实小了点，但有电动机的辅助，综合马力还是比较强的，加速成绩8.7秒，能给你一定的驾驶乐趣，日常代步更是没任何问题,动力,综合动力
能耗】只是上下班的话，纯电续航里程就够用了，跑远门的话油耗也不高，混动模式之下油耗也就5升出头,用车成本,价格
外观】外观没太多的棱角，都是那种曲线的勾勒，挺有力量感的,外观,外观设计风格
霸气中也有一些小的心思，比如LED灯组的内部构造就很帅气,外观,外观设计风格
内饰】座椅的面料是我最满意的，非常的细腻和柔软,内饰,
双幅式的方向盘也挺独特的,操控,
为什么选择这款车】电动车担心有里程焦虑，所以决定入手混动车，唐的外观我很中意，空间也比较满意，家里人口数量较多，需要这种空间大一点的车,空间,
最满意】省油就是最满意的一个点啦，车子还是中级车，空间大，混动车型可油可电，上班用电毫无压力,空间,
最不满意】提车的时间太长了，差点就等不住了，比亚迪的产能能不能再提升下,其他信息,其他信息
空间】第三排的空间对大人来说有点小了，不过给两个孩子刚刚好，第三排不用的话还能放倒，后备箱的空间更大，可以装更多东西,空间,
动力】动力要求不是很高，大多数我都是用来上下班，平稳就行，但是想要超车的话也是很轻松的，只需要轻踩油门，动力就上来了,动力,综合动力
舒适性】静音效果挺好，出去玩开高速的时候，关上车窗基本没啥声音，小孩子在车上睡觉都不影响,舒适性,噪音
外观】车子外观看起来非常霸气，过年过节走亲戚的时候开出去也有面子,外观,外观设计风格
内饰】刚提车的时候还有点异味，过几天就散了，内饰的配色家里都觉得可以，看上去稳重,内饰,
性价比】混动车型，可油可电，也没啥续航焦虑，买的时候没有购置税，后期保养费用也比普通油车便宜,用车成本,价格
为什么选择这款车】最开始就是想要一辆比较省油的车，开过家里的车，每次加油都要好几百，工资还要养家的上班族伤不起啊，而且家里人比较多，出行的话开两个车也不太方便，唐dmi的话，可五座可七座，出行非常方便,用车成本,价格
最不满意】等车的时间太久了，比亚迪的产能能不能再提升一下下，我有好几个同事也想买，听到等车时间有点犹豫了，虽然说好货不怕等,其他信息,其他信息
空间】第一排第二排的乘坐空间完全没有问题，我们这群大老爷们随意伸展完全没有压力，第三排就有点憋屈了，感觉给小孩子还差不多,空间,
操控】方向盘的精确性很稳定，操作按键都是中文的，这就对英语不大好的人太友好了,操控,
能耗】平常上下班基本用电，一天一充吧，现在天冷了，开着暖气，感觉续航掉的有点多,动力,续航
舒适性】整体的隔音效果不错，坐在车上很舒服，座椅包裹性强,舒适性,座椅
外观】外观帅气，我哥们都觉得唐很好看，车身尺寸大，车前脸看上去很饱满,外观,外观设计风格
贯穿式的后尾灯，看上去很豪华,外观,外观设计风格
内饰】内饰设计的还是挺有档次的，做工挺精细的，中控大屏可以语音控制，蛮方便的,内饰,
就是新车的话有点异味，不过几天就散了,内饰,
性价比】现在国内的新能源技术并不比国外的差，看看大街上的国产车越来越多就知道了，而且新能源车不需要购置税，油电混合动力，节能省钱，性价比高,用车成本,价格
为什么选择这款车】家里有车给我开，但是它实在是太费油了，就想着换一台省油的车，平常又喜欢和朋友到处玩，纯电车感觉不适合我，刚好那次跟朋友去看车，觉得唐的外观很帅，空间大，可五座可七座跟哥们出去的时候都不用开两辆车了,空间,
混动车型，可油可电，平常上下班用电，可以省不少钱,动力,续航
最满意】最满意的肯定是唐新能源的空间和耗能了，SUV的款式我是打心眼里面爱，出门一家人一个车子就搞定了，主要还不担心油耗问题，数据一直很经济，就适合城区里面代步开，好几次通勤上班，同事一说到加油费用就头疼，而我有唐新能源就知足的很，每个月省下的可不是一顿两顿的饭钱,空间,
空间】唐新能源的空间大小很可疑了，SUV的款式比较有宽度和高度，还有那后备箱超级能装大件,空间,
动力】动力不愁，第一次试驾就知道它很有速度了，脚下力度无需很用力就能有推背感，电机一样有速度,动力,综合动力
操控】车子的方向盘带有助力，出门爬坡都不费劲，操控简单,操控,
能耗】这电耗水准很稳定了，百公里十多个数的样子，大部分是电机出力,动力,续航
舒适性】前后排的座椅都有点腰部支撑呢，长时间驾驶不会很累,空间,
性价比】这车子的口碑很好了，比亚迪就是咱老百姓很信得过的一款座驾，还有就是它的品质很靠谱，我亲戚家的那辆老比亚迪开了快十年了竟然还那么的靠谱,用车成本,价格
最满意】最满意的就是这个车的能耗，它是油电混动的车子，所以它的能耗很低，大部分时候我可以用电,用车成本,价格
最不满意】不满意的就是第三排空间，我们家的孩子已经十多岁了，如果他坐第三排空间的话，显得有一些拥挤,空间,
空间】它的储物空间和乘坐空间相比的话，嗯，储物空间的表现是非常棒的，就是乘坐空间第三排有点小,空间,
能耗】这个车的能耗也是相当不错的，很省油，还是节省钱，大部分时候都用电,用车成本,价格
